stn;time;prestah0;tre200h0;rre150h0;su2000h0;time_diff
GVE;2021-12-18 23:00:00;984.9;-2.2;0.0;0.0;1151.0
GVE;2021-12-19 00:00:00;984.6;-1.5;0.0;0.0;1152.0
GVE;2021-12-19 01:00:00;984.1;-0.5;0.0;0.0;1153.0
GVE;2021-12-19 02:00:00;983.9;-0.3;0.0;0.0;1154.0
GVE;2021-12-19 03:00:00;983.8;-0.1;0.0;0.0;1155.0
GVE;2021-12-19 04:00:00;983.4;0.2;0.0;0.0;1156.0
GVE;2021-12-19 05:00:00;983.0;0.4;0.0;0.0;1157.0
GVE;2021-12-19 06:00:00;982.7;0.3;0.0;0.0;1158.0
GVE;2021-12-19 07:00:00;982.3;0.4;0.0;0.0;1159.0
GVE;2021-12-19 08:00:00;981.9;0.6;0.0;0.0;1160.0
GVE;2021-12-19 09:00:00;981.7;0.9;0.0;0.0;1161.0
GVE;2021-12-19 10:00:00;981.6;1.1;0.0;0.0;1162.0
GVE;2021-12-19 11:00:00;981.3;1.2;0.0;0.0;1163.0
GVE;2021-12-19 12:00:00;980.5;1.4;0.0;0.0;1164.0
GVE;2021-12-19 13:00:00;979.4;1.6;0.0;0.0;1165.0
GVE;2021-12-19 15:00:00;978.0;1.5;0.0;0.0;1167.0
GVE;2021-12-19 16:00:00;977.6;1.3;0.0;0.0;1168.0
GVE;2021-12-19 17:00:00;977.2;1.1;0.0;0.0;1169.0
GVE;2021-12-19 18:00:00;977.1;0.9;0.0;0.0;1170.0
GVE;2021-12-19 19:00:00;977.0;0.7;0.0;0.0;1171.0
GVE;2021-12-19 20:00:00;976.8;0.7;0.0;0.0;1172.0
GVE;2021-12-19 21:00:00;976.6;0.6;0.0;0.0;1173.0
GVE;2021-12-20 00:00:00;975.6;0.3;0.0;0.0;1176.0
GVE;2021-12-20 01:00:00;975.1;0.3;0.0;0.0;1177.0
GVE;2021-12-20 02:00:00;974.9;0.2;0.0;0.0;1178.0
GVE;2021-12-20 03:00:00;974.9;0.1;0.0;0.0;1179.0
GVE;2021-12-20 05:00:00;974.4;0.1;0.0;0.0;1181.0
GVE;2021-12-20 07:00:00;974.5;0.2;0.0;0.0;1183.0
GVE;2021-12-20 09:00:00;974.9;-0.2;0.0;0.0;1185.0
GVE;2021-12-20 10:00:00;975.3;-0.4;0.0;0.0;1186.0
GVE;2021-12-20 12:00:00;975.1;-0.1;0.0;0.0;1188.0
GVE;2021-12-20 13:00:00;974.7;0.1;0.0;0.0;1189.0
GVE;2021-12-20 14:00:00;974.3;0.6;0.0;0.0;1190.0
GVE;2021-12-20 16:00:00;974.1;1.2;0.0;0.0;1192.0
GVE;2021-12-20 17:00:00;974.0;1.5;0.0;0.0;1193.0
GVE;2021-12-20 18:00:00;974.1;1.5;0.0;0.0;1194.0
GVE;2021-12-20 19:00:00;974.1;1.3;0.0;0.0;1195.0
GVE;2021-12-20 20:00:00;974.1;1.3;0.0;0.0;1196.0
GVE;2021-12-20 21:00:00;973.9;1.3;0.0;0.0;1197.0
GVE;2021-12-20 22:00:00;973.9;1.1;0.0;0.0;1198.0
GVE;2021-12-20 23:00:00;973.8;1.0;0.0;0.0;1199.0
GVE;2021-12-21 01:00:00;973.7;0.8;0.0;0.0;1201.0
GVE;2021-12-21 02:00:00;973.7;0.5;0.0;0.0;1202.0
GVE;2021-12-21 03:00:00;973.5;0.3;0.0;0.0;1203.0
GVE;2021-12-21 04:00:00;973.2;0.2;0.0;0.0;1204.0
GVE;2021-12-21 05:00:00;973.1;0.1;0.0;0.0;1205.0
GVE;2021-12-21 06:00:00;973.1;0.0;0.0;0.0;1206.0
GVE;2021-12-21 08:00:00;973.5;-0.1;0.0;0.0;1208.0
GVE;2021-12-21 10:00:00;973.9;0.6;0.0;0.0;1210.0
GVE;2021-12-21 12:00:00;973.5;1.2;0.0;0.0;1212.0
GVE;2021-12-21 13:00:00;972.9;1.3;0.0;0.0;1213.0
GVE;2021-12-21 15:00:00;972.3;1.1;0.0;0.2;1215.0
GVE;2021-12-21 16:00:00;972.4;0.1;0.0;0.0;1216.0
GVE;2021-12-21 17:00:00;972.7;-1.0;0.0;0.0;1217.0
GVE;2021-12-21 18:00:00;973.1;-1.8;0.0;0.0;1218.0
GVE;2021-12-21 19:00:00;973.6;-1.4;0.0;0.0;1219.0
GVE;2021-12-21 20:00:00;973.9;-0.9;0.0;0.0;1220.0
GVE;2021-12-21 21:00:00;974.2;-0.2;0.0;0.0;1221.0
GVE;2021-12-21 23:00:00;974.5;0.4;0.0;0.0;1223.0
GVE;2021-12-22 00:00:00;974.4;0.3;0.0;0.0;1224.0
GVE;2021-12-22 01:00:00;974.2;0.3;0.0;0.0;1225.0
GVE;2021-12-22 02:00:00;974.3;0.4;0.0;0.0;1226.0
GVE;2021-12-22 03:00:00;974.5;0.4;0.0;0.0;1227.0
GVE;2021-12-22 04:00:00;974.5;0.5;0.0;0.0;1228.0
GVE;2021-12-22 06:00:00;974.7;0.5;0.0;0.0;1230.0
GVE;2021-12-22 07:00:00;974.8;0.7;0.0;0.0;1231.0
GVE;2021-12-22 08:00:00;975.1;0.6;0.0;0.0;1232.0
GVE;2021-12-22 09:00:00;975.5;0.7;0.0;0.0;1233.0
GVE;2021-12-22 10:00:00;975.8;0.7;0.0;0.0;1234.0
GVE;2021-12-22 11:00:00;975.8;1.1;0.0;0.0;1235.0
GVE;2021-12-22 12:00:00;975.1;1.0;0.0;0.0;1236.0
GVE;2021-12-22 13:00:00;974.7;1.4;0.0;0.0;1237.0
GVE;2021-12-22 14:00:00;974.5;1.3;0.0;0.0;1238.0
GVE;2021-12-22 15:00:00;974.4;1.1;0.0;0.0;1239.0
GVE;2021-12-22 16:00:00;974.5;1.0;0.0;0.0;1240.0
GVE;2021-12-22 17:00:00;974.7;0.8;0.0;0.0;1241.0
GVE;2021-12-22 18:00:00;974.8;0.5;0.0;0.0;1242.0
GVE;2021-12-22 20:00:00;974.7;-0.1;0.0;0.0;1244.0
GVE;2021-12-22 21:00:00;974.5;-0.4;0.0;0.0;1245.0
GVE;2021-12-22 22:00:00;974.1;-1.1;0.0;0.0;1246.0
GVE;2021-12-22 23:00:00;973.9;-1.3;0.0;0.0;1247.0
GVE;2021-12-23 00:00:00;973.9;-1.7;0.0;0.0;1248.0
GVE;2021-12-23 01:00:00;973.7;-2.1;0.0;0.0;1249.0
GVE;2021-12-23 02:00:00;973.7;-2.3;0.0;0.0;1250.0
GVE;2021-12-23 03:00:00;973.2;-2.5;0.0;0.0;1251.0
GVE;2021-12-23 04:00:00;972.6;-3.1;0.0;0.0;1252.0
GVE;2021-12-23 05:00:00;972.4;-2.9;0.0;0.0;1253.0
GVE;2021-12-23 07:00:00;972.4;-3.3;0.0;0.0;1255.0
GVE;2021-12-23 08:00:00;972.5;-3.7;0.0;0.1;1256.0
GVE;2021-12-23 09:00:00;972.6;-2.2;0.0;1.0;1257.0
GVE;2021-12-23 12:00:00;971.3;3.9;0.0;0.0;1260.0
GVE;2021-12-23 13:00:00;970.4;5.4;0.0;0.7;1261.0
GVE;2021-12-23 14:00:00;969.8;6.6;0.0;0.7;1262.0
GVE;2021-12-23 15:00:00;969.0;6.9;0.0;0.5;1263.0
GVE;2021-12-23 16:00:00;968.8;6.2;0.0;0.3;1264.0
GVE;2021-12-23 17:00:00;968.9;3.3;0.0;0.0;1265.0
GVE;2021-12-23 18:00:00;968.9;4.0;0.0;0.0;1266.0
GVE;2021-12-23 19:00:00;968.9;2.8;0.0;0.0;1267.0
GVE;2021-12-23 20:00:00;969.0;1.3;0.0;0.0;1268.0
GVE;2021-12-23 21:00:00;968.9;0.8;0.0;0.0;1269.0
GVE;2021-12-23 22:00:00;968.5;0.5;0.0;0.0;1270.0
GVE;2021-12-23 23:00:00;968.3;-0.4;0.0;0.0;1271.0
GVE;2021-12-24 00:00:00;967.9;-0.8;0.0;0.0;1272.0
GVE;2021-12-24 01:00:00;967.6;-1.1;0.0;0.0;1273.0
GVE;2021-12-24 02:00:00;967.0;-1.0;0.0;0.0;1274.0
GVE;2021-12-24 03:00:00;966.3;-1.0;0.0;0.0;1275.0
GVE;2021-12-24 04:00:00;965.7;-0.8;0.0;0.0;1276.0
GVE;2021-12-24 05:00:00;965.3;-1.1;0.0;0.0;1277.0
GVE;2021-12-24 06:00:00;965.1;0.0;0.0;0.0;1278.0
GVE;2021-12-24 07:00:00;965.0;0.8;0.0;0.0;1279.0
GVE;2021-12-24 09:00:00;964.7;2.8;0.0;0.0;1281.0
GVE;2021-12-24 10:00:00;964.4;4.2;0.0;0.0;1282.0
GVE;2021-12-24 11:00:00;963.9;5.8;0.0;0.0;1283.0
GVE;2021-12-24 13:00:00;962.7;8.6;0.0;0.0;1285.0
GVE;2021-12-24 14:00:00;962.2;8.7;0.0;0.0;1286.0
GVE;2021-12-24 15:00:00;961.9;8.6;0.0;0.0;1287.0
GVE;2021-12-24 16:00:00;961.9;7.6;0.1;0.0;1288.0
GVE;2021-12-24 17:00:00;961.6;7.7;0.0;0.0;1289.0
GVE;2021-12-24 18:00:00;961.3;7.8;0.0;0.0;1290.0
GVE;2021-12-24 19:00:00;961.3;7.2;0.0;0.0;1291.0
GVE;2021-12-24 20:00:00;961.2;6.5;0.0;0.0;1292.0
GVE;2021-12-24 21:00:00;961.0;5.2;0.0;0.0;1293.0
GVE;2021-12-24 22:00:00;960.7;3.8;0.0;0.0;1294.0
GVE;2021-12-24 23:00:00;960.4;2.8;0.0;0.0;1295.0
GVE;2021-12-25 00:00:00;960.2;2.4;0.0;0.0;1296.0
GVE;2021-12-25 01:00:00;959.7;1.8;0.0;0.0;1297.0
GVE;2021-12-25 02:00:00;959.4;1.5;0.0;0.0;1298.0
GVE;2021-12-25 03:00:00;959.1;1.9;0.0;0.0;1299.0
GVE;2021-12-25 04:00:00;958.9;1.2;0.0;0.0;1300.0
GVE;2021-12-25 05:00:00;958.7;1.0;0.0;0.0;1301.0
GVE;2021-12-25 07:00:00;958.4;1.3;0.0;0.0;1303.0
GVE;2021-12-25 08:00:00;958.2;1.5;0.0;0.0;1304.0
GVE;2021-12-25 09:00:00;958.3;3.0;0.0;0.0;1305.0
GVE;2021-12-25 11:00:00;958.4;6.0;0.0;0.0;1307.0
GVE;2021-12-25 12:00:00;958.0;6.7;0.0;0.0;1308.0
GVE;2021-12-25 13:00:00;957.8;6.9;0.0;0.0;1309.0
GVE;2021-12-25 14:00:00;957.7;6.7;0.4;0.0;1310.0
GVE;2021-12-25 16:00:00;957.9;6.4;0.0;0.0;1312.0
GVE;2021-12-25 17:00:00;957.9;5.2;0.0;0.0;1313.0
GVE;2021-12-25 18:00:00;958.1;4.3;0.0;0.0;1314.0
GVE;2021-12-25 20:00:00;957.9;4.7;0.0;0.0;1316.0
GVE;2021-12-25 21:00:00;957.9;4.9;0.2;0.0;1317.0
GVE;2021-12-26 01:00:00;958.3;4.7;0.2;0.0;1321.0
GVE;2021-12-26 02:00:00;958.5;4.7;0.2;0.0;1322.0
GVE;2021-12-26 03:00:00;958.8;4.8;0.1;0.0;1323.0
GVE;2021-12-26 04:00:00;958.9;4.7;0.0;0.0;1324.0
GVE;2021-12-26 05:00:00;958.9;4.4;0.0;0.0;1325.0
GVE;2021-12-26 06:00:00;959.1;4.7;0.1;0.0;1326.0
GVE;2021-12-26 07:00:00;959.2;4.8;0.0;0.0;1327.0
GVE;2021-12-26 08:00:00;959.3;4.4;0.0;0.0;1328.0
GVE;2021-12-26 09:00:00;959.6;5.5;0.0;0.0;1329.0
GVE;2021-12-26 10:00:00;959.8;6.8;0.0;0.0;1330.0
GVE;2021-12-26 11:00:00;959.8;7.2;0.0;0.0;1331.0
GVE;2021-12-26 12:00:00;959.5;7.8;0.1;0.0;1332.0
GVE;2021-12-26 13:00:00;959.3;8.1;0.0;0.0;1333.0
GVE;2021-12-26 14:00:00;959.1;8.2;0.0;0.0;1334.0
GVE;2021-12-26 15:00:00;958.9;8.2;0.0;0.0;1335.0
GVE;2021-12-26 16:00:00;959.1;7.8;1.4;0.0;1336.0
GVE;2021-12-26 18:00:00;959.5;6.7;0.0;0.0;1338.0
GVE;2021-12-26 19:00:00;959.7;6.6;0.1;0.0;1339.0
GVE;2021-12-26 22:00:00;959.3;5.8;0.0;0.0;1342.0
GVE;2021-12-26 23:00:00;959.1;5.9;0.0;0.0;1343.0
GVE;2021-12-27 00:00:00;959.0;4.4;0.0;0.0;1344.0
GVE;2021-12-27 01:00:00;958.6;3.0;0.0;0.0;1345.0
GVE;2021-12-27 03:00:00;958.0;1.3;0.0;0.0;1347.0
GVE;2021-12-27 04:00:00;957.6;1.9;0.0;0.0;1348.0
GVE;2021-12-27 05:00:00;957.3;2.6;0.0;0.0;1349.0
GVE;2021-12-27 06:00:00;956.8;3.1;0.0;0.0;1350.0
GVE;2021-12-27 07:00:00;956.4;3.1;0.0;0.0;1351.0
GVE;2021-12-27 08:00:00;956.2;3.5;0.0;0.0;1352.0
GVE;2021-12-27 09:00:00;956.6;4.0;0.0;0.0;1353.0
GVE;2021-12-27 10:00:00;957.3;4.7;0.0;0.0;1354.0
GVE;2021-12-27 11:00:00;956.8;5.0;1.2;0.0;1355.0
GVE;2021-12-27 12:00:00;956.6;6.4;1.8;0.0;1356.0
GVE;2021-12-27 13:00:00;956.6;7.4;1.3;0.0;1357.0
GVE;2021-12-27 14:00:00;956.6;7.4;1.9;0.0;1358.0
GVE;2021-12-27 15:00:00;956.9;7.2;2.1;0.0;1359.0
GVE;2021-12-27 16:00:00;957.6;7.1;0.3;0.0;1360.0
GVE;2021-12-27 17:00:00;958.5;7.2;0.2;0.0;1361.0
GVE;2021-12-27 18:00:00;959.2;6.5;0.1;0.0;1362.0
GVE;2021-12-27 19:00:00;959.4;6.5;0.2;0.0;1363.0
GVE;2021-12-27 20:00:00;959.6;7.0;2.5;0.0;1364.0
GVE;2021-12-27 21:00:00;959.5;6.8;0.3;0.0;1365.0
GVE;2021-12-27 22:00:00;959.5;6.6;0.0;0.0;1366.0
GVE;2021-12-27 23:00:00;959.2;7.1;0.0;0.0;1367.0
GVE;2021-12-28 01:00:00;957.6;7.1;0.5;0.0;1369.0
GVE;2021-12-28 02:00:00;957.0;6.9;1.6;0.0;1370.0
GVE;2021-12-28 05:00:00;957.3;7.4;2.1;0.0;1373.0
GVE;2021-12-28 06:00:00;957.5;7.7;1.2;0.0;1374.0
GVE;2021-12-28 07:00:00;957.7;8.0;0.5;0.0;1375.0
GVE;2021-12-28 08:00:00;958.1;8.4;0.2;0.0;1376.0
GVE;2021-12-28 09:00:00;958.7;9.2;0.1;0.0;1377.0
GVE;2021-12-28 10:00:00;959.5;9.9;0.1;0.0;1378.0
GVE;2021-12-28 11:00:00;959.9;10.8;0.0;0.0;1379.0
GVE;2021-12-28 12:00:00;960.5;10.9;0.7;0.0;1380.0
GVE;2021-12-28 13:00:00;960.2;11.0;0.0;0.0;1381.0
GVE;2021-12-28 14:00:00;960.1;11.1;0.0;0.0;1382.0
GVE;2021-12-28 15:00:00;960.4;10.6;0.0;0.0;1383.0
GVE;2021-12-28 16:00:00;960.5;10.1;1.1;0.0;1384.0
GVE;2021-12-28 17:00:00;961.7;8.9;3.8;0.0;1385.0
GVE;2021-12-28 18:00:00;962.2;8.5;2.8;0.0;1386.0
GVE;2021-12-28 19:00:00;962.2;7.9;1.1;0.0;1387.0
GVE;2021-12-28 20:00:00;962.3;7.8;0.8;0.0;1388.0
GVE;2021-12-28 22:00:00;963.4;6.8;1.7;0.0;1390.0
GVE;2021-12-28 23:00:00;963.8;6.6;0.2;0.0;1391.0
GVE;2021-12-29 00:00:00;963.8;7.0;0.0;0.0;1392.0
GVE;2021-12-29 02:00:00;965.0;7.1;0.0;0.0;1394.0
GVE;2021-12-29 03:00:00;965.1;7.0;0.0;0.0;1395.0
GVE;2021-12-29 04:00:00;965.3;7.2;0.0;0.0;1396.0
GVE;2021-12-29 05:00:00;965.7;7.2;0.1;0.0;1397.0
GVE;2021-12-29 06:00:00;966.1;7.4;1.3;0.0;1398.0
GVE;2021-12-29 07:00:00;966.5;7.5;3.0;0.0;1399.0
GVE;2021-12-29 08:00:00;967.0;7.5;2.5;0.0;1400.0
GVE;2021-12-29 09:00:00;967.1;7.6;2.1;0.0;1401.0
GVE;2021-12-29 10:00:00;967.0;7.6;1.3;0.0;1402.0
GVE;2021-12-29 11:00:00;966.7;7.7;1.0;0.0;1403.0
GVE;2021-12-29 12:00:00;966.6;8.4;1.1;0.0;1404.0
GVE;2021-12-29 13:00:00;966.6;8.8;0.3;0.0;1405.0
GVE;2021-12-29 14:00:00;967.1;9.0;1.0;0.0;1406.0
GVE;2021-12-29 15:00:00;967.6;9.2;1.0;0.0;1407.0
GVE;2021-12-29 16:00:00;968.2;9.2;0.4;0.0;1408.0
GVE;2021-12-29 17:00:00;968.8;9.3;0.5;0.0;1409.0
GVE;2021-12-29 18:00:00;969.4;9.8;0.7;0.0;1410.0
GVE;2021-12-29 19:00:00;970.1;10.0;1.3;0.0;1411.0
GVE;2021-12-29 20:00:00;970.6;9.9;0.0;0.0;1412.0
GVE;2021-12-29 21:00:00;971.6;10.0;0.1;0.0;1413.0
GVE;2021-12-29 22:00:00;972.3;9.6;0.0;0.0;1414.0
GVE;2021-12-29 23:00:00;972.9;9.6;0.0;0.0;1415.0
GVE;2021-12-30 00:00:00;973.2;9.9;0.0;0.0;1416.0
GVE;2021-12-30 01:00:00;973.3;9.7;0.0;0.0;1417.0
GVE;2021-12-30 03:00:00;973.7;8.6;0.0;0.0;1419.0
GVE;2021-12-30 04:00:00;974.0;8.4;0.0;0.0;1420.0
GVE;2021-12-30 05:00:00;974.2;8.0;0.0;0.0;1421.0
GVE;2021-12-30 06:00:00;974.7;8.8;0.0;0.0;1422.0
GVE;2021-12-30 07:00:00;975.1;8.9;0.1;0.0;1423.0
GVE;2021-12-30 08:00:00;975.4;9.1;0.0;0.0;1424.0
GVE;2021-12-30 09:00:00;975.7;10.1;0.0;0.3;1425.0
GVE;2021-12-30 10:00:00;976.1;10.7;0.0;0.0;1426.0
GVE;2021-12-30 11:00:00;976.4;11.2;0.0;0.0;1427.0
GVE;2021-12-30 13:00:00;975.7;13.6;0.0;1.0;1429.0
GVE;2021-12-30 14:00:00;975.4;14.6;0.0;1.0;1430.0
GVE;2021-12-30 15:00:00;975.6;14.4;0.0;0.4;1431.0
GVE;2021-12-30 16:00:00;975.7;13.5;0.0;0.5;1432.0
GVE;2021-12-30 17:00:00;976.0;10.6;0.0;0.0;1433.0
GVE;2021-12-30 18:00:00;976.3;9.9;0.0;0.0;1434.0
GVE;2021-12-30 19:00:00;976.6;10.2;0.0;0.0;1435.0
GVE;2021-12-30 20:00:00;976.8;10.4;0.0;0.0;1436.0
GVE;2021-12-30 21:00:00;976.9;10.4;0.0;0.0;1437.0
GVE;2021-12-30 22:00:00;977.2;10.2;0.0;0.0;1438.0
GVE;2021-12-31 00:00:00;977.3;9.7;0.0;0.0;1440.0
GVE;2021-12-31 01:00:00;977.2;9.3;0.0;0.0;1441.0
GVE;2021-12-31 02:00:00;977.5;8.9;0.0;0.0;1442.0
GVE;2021-12-31 03:00:00;977.4;8.8;0.0;0.0;1443.0
GVE;2021-12-31 04:00:00;977.2;8.4;0.0;0.0;1444.0
GVE;2021-12-31 05:00:00;976.9;8.3;0.0;0.0;1445.0
GVE;2021-12-31 06:00:00;976.9;8.2;0.0;0.0;1446.0
GVE;2021-12-31 07:00:00;977.1;7.9;0.0;0.0;1447.0
GVE;2021-12-31 08:00:00;977.3;7.7;0.0;0.0;1448.0
GVE;2021-12-31 10:00:00;978.4;8.5;0.0;0.0;1450.0
GVE;2021-12-31 11:00:00;978.6;9.3;0.0;0.0;1451.0
GVE;2021-12-31 12:00:00;977.9;10.3;0.0;0.9;1452.0
GVE;2021-12-31 13:00:00;977.6;11.3;0.0;1.0;1453.0
GVE;2021-12-31 14:00:00;977.5;11.5;0.0;1.0;1454.0
GVE;2021-12-31 16:00:00;978.1;10.3;0.0;0.5;1456.0
GVE;2021-12-31 17:00:00;978.4;8.3;0.0;0.0;1457.0
GVE;2021-12-31 18:00:00;978.7;6.7;0.0;0.0;1458.0
GVE;2021-12-31 19:00:00;979.2;6.2;0.0;0.0;1459.0
GVE;2021-12-31 20:00:00;979.7;5.1;0.0;0.0;1460.0
GVE;2021-12-31 21:00:00;979.9;4.6;0.0;0.0;1461.0
GVE;2021-12-31 22:00:00;979.9;3.7;0.0;0.0;1462.0
GVE;2021-12-31 23:00:00;979.8;3.2;0.0;0.0;1463.0
GVE;2022-01-01 01:00:00;979.8;2.2;0.0;0.0;1465.0
GVE;2022-01-01 02:00:00;979.8;1.6;0.0;0.0;1466.0
GVE;2022-01-01 03:00:00;979.8;1.7;0.0;0.0;1467.0
GVE;2022-01-01 04:00:00;979.8;1.8;0.0;0.0;1468.0
GVE;2022-01-01 05:00:00;979.8;1.3;0.0;0.0;1469.0
GVE;2022-01-01 06:00:00;979.8;0.8;0.0;0.0;1470.0
GVE;2022-01-01 07:00:00;979.9;0.6;0.0;0.0;1471.0
GVE;2022-01-01 09:00:00;980.5;1.4;0.0;1.0;1473.0
GVE;2022-01-01 11:00:00;980.8;6.0;0.0;1.0;1475.0
GVE;2022-01-01 12:00:00;980.1;7.7;0.0;1.0;1476.0
GVE;2022-01-01 13:00:00;979.3;8.8;0.0;1.0;1477.0
GVE;2022-01-01 15:00:00;978.2;9.3;0.0;1.0;1479.0
GVE;2022-01-01 16:00:00;978.0;8.1;0.0;0.5;1480.0
GVE;2022-01-01 17:00:00;978.0;5.7;0.0;0.0;1481.0
GVE;2022-01-01 18:00:00;978.2;4.6;0.0;0.0;1482.0
GVE;2022-01-01 19:00:00;978.4;3.5;0.0;0.0;1483.0
GVE;2022-01-01 20:00:00;978.4;2.4;0.0;0.0;1484.0
GVE;2022-01-01 23:00:00;978.2;0.9;0.0;0.0;1487.0
GVE;2022-01-02 00:00:00;977.9;0.6;0.0;0.0;1488.0
GVE;2022-01-02 01:00:00;977.6;0.0;0.0;0.0;1489.0
GVE;2022-01-02 02:00:00;977.3;-0.3;0.0;0.0;1490.0
GVE;2022-01-02 05:00:00;976.2;-0.8;0.0;0.0;1493.0
GVE;2022-01-02 06:00:00;976.0;-0.6;0.0;0.0;1494.0
GVE;2022-01-02 07:00:00;976.1;0.0;0.0;0.0;1495.0
GVE;2022-01-02 08:00:00;976.2;0.4;0.0;0.0;1496.0
GVE;2022-01-02 09:00:00;976.6;1.6;0.0;0.0;1497.0
GVE;2022-01-02 10:00:00;977.0;2.9;0.0;0.1;1498.0
GVE;2022-01-02 11:00:00;977.1;4.8;0.0;0.0;1499.0
GVE;2022-01-02 12:00:00;976.6;6.3;0.0;0.2;1500.0
GVE;2022-01-02 13:00:00;976.0;6.7;0.0;0.0;1501.0
GVE;2022-01-02 14:00:00;975.3;7.5;0.0;0.0;1502.0
GVE;2022-01-02 15:00:00;975.2;7.6;0.0;0.0;1503.0
GVE;2022-01-02 16:00:00;975.3;8.2;0.0;0.0;1504.0
GVE;2022-01-02 17:00:00;975.5;7.6;0.0;0.0;1505.0
GVE;2022-01-02 18:00:00;975.8;7.6;0.0;0.0;1506.0
GVE;2022-01-02 19:00:00;976.0;8.2;0.0;0.0;1507.0
GVE;2022-01-02 20:00:00;976.3;9.4;0.0;0.0;1508.0
GVE;2022-01-02 21:00:00;976.7;9.8;0.0;0.0;1509.0
GVE;2022-01-02 22:00:00;976.8;9.5;0.0;0.0;1510.0
GVE;2022-01-02 23:00:00;977.1;9.8;0.0;0.0;1511.0
GVE;2022-01-03 00:00:00;976.9;9.3;0.0;0.0;1512.0
GVE;2022-01-03 01:00:00;976.5;10.1;0.0;0.0;1513.0
GVE;2022-01-03 02:00:00;976.2;9.8;0.0;0.0;1514.0
GVE;2022-01-03 03:00:00;976.0;9.0;0.0;0.0;1515.0
GVE;2022-01-03 04:00:00;975.7;8.3;0.0;0.0;1516.0
GVE;2022-01-03 05:00:00;975.3;8.1;0.0;0.0;1517.0
GVE;2022-01-03 06:00:00;975.2;7.2;0.0;0.0;1518.0
GVE;2022-01-03 07:00:00;975.1;6.9;0.0;0.0;1519.0
GVE;2022-01-03 08:00:00;975.1;6.9;0.0;0.0;1520.0
GVE;2022-01-03 09:00:00;975.0;8.8;0.0;0.0;1521.0
GVE;2022-01-03 10:00:00;975.1;10.0;0.0;0.0;1522.0
GVE;2022-01-03 11:00:00;974.6;11.1;0.0;0.0;1523.0
GVE;2022-01-03 12:00:00;973.7;12.1;0.0;0.0;1524.0
GVE;2022-01-03 13:00:00;972.9;13.0;0.0;0.1;1525.0
GVE;2022-01-03 14:00:00;972.0;12.5;0.0;0.0;1526.0
GVE;2022-01-03 16:00:00;970.7;11.7;0.0;0.0;1528.0
GVE;2022-01-03 17:00:00;969.9;10.7;0.0;0.0;1529.0
GVE;2022-01-03 18:00:00;969.3;10.1;0.0;0.0;1530.0
GVE;2022-01-03 20:00:00;967.9;10.2;0.0;0.0;1532.0
GVE;2022-01-03 21:00:00;967.2;10.5;0.0;0.0;1533.0
GVE;2022-01-03 22:00:00;966.5;10.2;0.0;0.0;1534.0
GVE;2022-01-03 23:00:00;965.9;10.1;0.0;0.0;1535.0
GVE;2022-01-04 00:00:00;965.1;10.4;0.0;0.0;1536.0
GVE;2022-01-04 01:00:00;964.4;9.8;0.0;0.0;1537.0
GVE;2022-01-04 03:00:00;963.3;8.5;0.8;0.0;1539.0
GVE;2022-01-04 04:00:00;962.3;8.4;0.6;0.0;1540.0
GVE;2022-01-04 05:00:00;961.4;8.9;0.2;0.0;1541.0
GVE;2022-01-04 06:00:00;960.9;8.6;0.9;0.0;1542.0
GVE;2022-01-04 08:00:00;959.6;10.4;0.0;0.0;1544.0
GVE;2022-01-04 09:00:00;959.3;11.4;0.0;0.0;1545.0
GVE;2022-01-04 10:00:00;958.9;12.8;0.0;0.0;1546.0
GVE;2022-01-04 12:00:00;957.1;15.5;0.0;0.0;1548.0
GVE;2022-01-04 13:00:00;956.4;15.5;0.0;0.0;1549.0
GVE;2022-01-04 14:00:00;955.9;15.7;0.0;0.0;1550.0
GVE;2022-01-04 15:00:00;955.4;15.0;0.0;0.0;1551.0
GVE;2022-01-04 16:00:00;955.1;14.6;0.0;0.0;1552.0
GVE;2022-01-04 18:00:00;955.1;14.3;0.0;0.0;1554.0
GVE;2022-01-04 19:00:00;955.0;13.8;0.0;0.0;1555.0
GVE;2022-01-04 20:00:00;954.6;13.2;0.0;0.0;1556.0
GVE;2022-01-04 21:00:00;954.3;11.5;0.2;0.0;1557.0
GVE;2022-01-04 22:00:00;955.0;10.4;0.4;0.0;1558.0
GVE;2022-01-04 23:00:00;955.9;8.2;0.6;0.0;1559.0
GVE;2022-01-05 00:00:00;956.5;7.3;1.6;0.0;1560.0
GVE;2022-01-05 01:00:00;957.6;6.7;1.2;0.0;1561.0
GVE;2022-01-05 02:00:00;958.7;5.9;1.5;0.0;1562.0
GVE;2022-01-05 03:00:00;959.5;4.7;0.8;0.0;1563.0
GVE;2022-01-05 04:00:00;960.1;3.7;0.8;0.0;1564.0
GVE;2022-01-05 05:00:00;960.4;3.3;0.0;0.0;1565.0
GVE;2022-01-05 06:00:00;960.7;3.5;0.0;0.0;1566.0
GVE;2022-01-05 09:00:00;962.2;3.8;0.0;0.0;1569.0
GVE;2022-01-05 10:00:00;963.2;3.0;0.0;0.0;1570.0
GVE;2022-01-05 11:00:00;963.8;3.3;0.0;0.0;1571.0
GVE;2022-01-05 12:00:00;964.3;3.6;0.0;0.3;1572.0
GVE;2022-01-05 13:00:00;964.4;4.8;0.0;1.0;1573.0
GVE;2022-01-05 14:00:00;964.5;4.5;0.0;1.0;1574.0
