stn;time;prestah0;tre200h0;rre150h0;su2000h0;time_diff
GVE;2021-11-01 00:00:00;958.1;13.7;2.0;0.0;0.0
GVE;2021-11-01 01:00:00;957.8;13.2;1.0;0.0;1.0
GVE;2021-11-01 03:00:00;957.7;12.3;3.9;0.0;3.0
GVE;2021-11-01 04:00:00;958.0;11.7;3.4;0.0;4.0
GVE;2021-11-01 05:00:00;958.3;11.0;2.3;0.0;5.0
GVE;2021-11-01 06:00:00;958.9;10.6;2.1;0.0;6.0
GVE;2021-11-01 07:00:00;959.6;10.2;4.2;0.0;7.0
GVE;2021-11-01 08:00:00;960.0;9.8;0.8;0.0;8.0
GVE;2021-11-01 09:00:00;960.1;9.8;0.5;0.0;9.0
GVE;2021-11-01 10:00:00;960.1;10.0;1.2;0.0;10.0
GVE;2021-11-01 11:00:00;959.9;10.0;0.8;0.0;11.0
GVE;2021-11-01 12:00:00;959.1;11.0;0.0;0.0;12.0
GVE;2021-11-01 13:00:00;958.7;11.1;0.1;0.0;13.0
GVE;2021-11-01 14:00:00;958.2;11.0;0.0;0.0;14.0
GVE;2021-11-01 16:00:00;957.9;10.9;0.0;0.5;16.0
GVE;2021-11-01 17:00:00;958.2;9.7;0.0;0.0;17.0
GVE;2021-11-01 19:00:00;958.9;8.0;0.0;0.0;19.0
GVE;2021-11-01 21:00:00;958.7;8.2;0.0;0.0;21.0
GVE;2021-11-01 22:00:00;958.6;8.7;0.0;0.0;22.0
GVE;2021-11-01 23:00:00;958.2;8.0;0.0;0.0;23.0
GVE;2021-11-02 00:00:00;957.9;6.8;0.0;0.0;24.0
GVE;2021-11-02 01:00:00;957.5;6.0;0.0;0.0;25.0
GVE;2021-11-02 02:00:00;957.0;7.1;0.0;0.0;26.0
GVE;2021-11-02 03:00:00;956.5;7.9;0.1;0.0;27.0
GVE;2021-11-02 04:00:00;956.3;7.8;0.3;0.0;28.0
GVE;2021-11-02 06:00:00;957.0;8.0;0.3;0.0;30.0
GVE;2021-11-02 08:00:00;958.0;8.9;0.0;0.0;32.0
GVE;2021-11-02 09:00:00;958.2;9.6;0.0;0.0;33.0
GVE;2021-11-02 10:00:00;958.4;9.3;0.1;0.1;34.0
GVE;2021-11-02 11:00:00;958.7;10.2;0.0;0.5;35.0
GVE;2021-11-02 12:00:00;958.4;11.6;0.0;0.9;36.0
GVE;2021-11-02 13:00:00;958.3;11.3;0.0;0.5;37.0
GVE;2021-11-02 14:00:00;958.0;11.7;0.0;0.3;38.0
GVE;2021-11-02 15:00:00;957.5;10.9;0.0;0.0;39.0
GVE;2021-11-02 16:00:00;957.0;10.6;0.0;0.3;40.0
GVE;2021-11-02 17:00:00;956.4;8.6;0.0;0.0;41.0
GVE;2021-11-02 20:00:00;955.6;5.8;0.0;0.0;44.0
GVE;2021-11-02 21:00:00;955.5;7.0;0.2;0.0;45.0
GVE;2021-11-02 23:00:00;954.6;7.5;0.3;0.0;47.0
GVE;2021-11-03 00:00:00;954.2;7.4;0.1;0.0;48.0
GVE;2021-11-03 01:00:00;953.4;7.4;0.0;0.0;49.0
GVE;2021-11-03 02:00:00;952.6;6.6;0.0;0.0;50.0
GVE;2021-11-03 03:00:00;952.0;6.7;0.0;0.0;51.0
GVE;2021-11-03 05:00:00;952.1;7.2;0.3;0.0;53.0
GVE;2021-11-03 06:00:00;952.1;7.5;0.5;0.0;54.0
GVE;2021-11-03 07:00:00;952.8;7.1;1.7;0.0;55.0
GVE;2021-11-03 08:00:00;953.8;6.2;1.8;0.0;56.0
GVE;2021-11-03 09:00:00;954.3;6.3;0.7;0.0;57.0
GVE;2021-11-03 10:00:00;954.5;6.6;0.1;0.0;58.0
GVE;2021-11-03 11:00:00;954.6;7.1;0.0;0.0;59.0
GVE;2021-11-03 12:00:00;954.4;7.7;0.0;0.0;60.0
GVE;2021-11-03 14:00:00;953.6;8.5;0.0;0.0;62.0
GVE;2021-11-03 15:00:00;953.8;8.1;0.0;0.0;63.0
GVE;2021-11-03 16:00:00;953.7;8.0;0.0;0.0;64.0
GVE;2021-11-03 17:00:00;953.8;7.6;0.0;0.0;65.0
GVE;2021-11-03 18:00:00;954.7;6.9;0.0;0.0;66.0
GVE;2021-11-03 19:00:00;955.0;6.2;0.0;0.0;67.0
GVE;2021-11-03 20:00:00;955.5;6.4;0.0;0.0;68.0
GVE;2021-11-03 22:00:00;956.0;5.4;0.0;0.0;70.0
GVE;2021-11-04 00:00:00;956.3;5.5;0.0;0.0;72.0
GVE;2021-11-04 01:00:00;956.6;5.6;0.0;0.0;73.0
GVE;2021-11-04 02:00:00;957.2;5.4;0.0;0.0;74.0
GVE;2021-11-04 03:00:00;957.6;5.0;0.1;0.0;75.0
GVE;2021-11-04 04:00:00;958.0;4.6;0.0;0.0;76.0
GVE;2021-11-04 06:00:00;959.4;3.2;0.0;0.0;78.0
GVE;2021-11-04 07:00:00;960.1;3.1;0.0;0.0;79.0
GVE;2021-11-04 08:00:00;960.9;3.9;0.0;0.2;80.0
GVE;2021-11-04 09:00:00;961.7;5.3;0.0;0.6;81.0
GVE;2021-11-04 10:00:00;962.2;7.8;0.0;0.3;82.0
GVE;2021-11-04 11:00:00;962.9;8.1;0.2;0.0;83.0
GVE;2021-11-04 14:00:00;964.0;8.7;0.0;0.8;86.0
GVE;2021-11-04 15:00:00;964.4;8.5;0.0;0.7;87.0
GVE;2021-11-04 16:00:00;964.9;7.5;0.0;0.5;88.0
GVE;2021-11-04 17:00:00;965.4;6.2;0.0;0.0;89.0
GVE;2021-11-04 18:00:00;966.2;5.2;0.0;0.0;90.0
GVE;2021-11-04 19:00:00;967.0;5.3;0.0;0.0;91.0
GVE;2021-11-04 20:00:00;967.4;5.4;0.0;0.0;92.0
GVE;2021-11-04 21:00:00;967.9;5.5;0.0;0.0;93.0
GVE;2021-11-04 22:00:00;968.5;5.0;0.0;0.0;94.0
GVE;2021-11-05 01:00:00;969.3;4.1;0.0;0.0;97.0
GVE;2021-11-05 02:00:00;969.5;3.6;0.0;0.0;98.0
GVE;2021-11-05 03:00:00;969.6;2.7;0.0;0.0;99.0
GVE;2021-11-05 04:00:00;969.9;2.2;0.0;0.0;100.0
GVE;2021-11-05 05:00:00;970.5;2.6;0.0;0.0;101.0
GVE;2021-11-05 06:00:00;970.8;2.3;0.0;0.0;102.0
GVE;2021-11-05 07:00:00;971.5;1.5;0.0;0.0;103.0
GVE;2021-11-05 08:00:00;972.3;2.0;0.0;0.0;104.0
GVE;2021-11-05 10:00:00;973.1;6.1;0.0;1.0;106.0
GVE;2021-11-05 11:00:00;973.4;8.4;0.0;1.0;107.0
GVE;2021-11-05 12:00:00;973.4;9.7;0.0;0.9;108.0
GVE;2021-11-05 14:00:00;973.3;10.6;0.0;1.0;110.0
GVE;2021-11-05 15:00:00;973.7;10.1;0.0;0.4;111.0
GVE;2021-11-05 16:00:00;974.3;9.7;0.0;0.4;112.0
GVE;2021-11-05 17:00:00;974.8;8.8;0.0;0.0;113.0
GVE;2021-11-05 19:00:00;976.0;7.1;0.0;0.0;115.0
GVE;2021-11-05 20:00:00;976.4;6.5;0.0;0.0;116.0
GVE;2021-11-05 22:00:00;977.2;4.9;0.0;0.0;118.0
GVE;2021-11-05 23:00:00;977.4;7.1;0.0;0.0;119.0
GVE;2021-11-06 00:00:00;977.6;7.3;0.0;0.0;120.0
GVE;2021-11-06 02:00:00;977.9;7.2;0.0;0.0;122.0
GVE;2021-11-06 03:00:00;977.9;7.2;0.0;0.0;123.0
GVE;2021-11-06 04:00:00;977.9;6.9;0.0;0.0;124.0
GVE;2021-11-06 05:00:00;978.1;6.6;0.0;0.0;125.0
GVE;2021-11-06 06:00:00;978.2;6.2;0.0;0.0;126.0
GVE;2021-11-06 08:00:00;979.3;5.8;0.0;0.0;128.0
GVE;2021-11-06 09:00:00;979.6;6.1;0.0;0.0;129.0
GVE;2021-11-06 10:00:00;979.7;6.4;0.0;0.0;130.0
GVE;2021-11-06 12:00:00;979.4;7.4;0.0;0.3;132.0
GVE;2021-11-06 13:00:00;978.9;8.1;0.0;1.0;133.0
GVE;2021-11-06 14:00:00;978.5;8.4;0.0;0.9;134.0
GVE;2021-11-06 15:00:00;978.0;8.6;0.0;1.0;135.0
GVE;2021-11-06 16:00:00;977.9;7.9;0.0;0.8;136.0
GVE;2021-11-06 17:00:00;977.8;6.1;0.0;0.0;137.0
GVE;2021-11-06 18:00:00;977.8;5.1;0.0;0.0;138.0
GVE;2021-11-06 19:00:00;977.8;4.6;0.0;0.0;139.0
GVE;2021-11-06 20:00:00;977.7;4.3;0.0;0.0;140.0
GVE;2021-11-06 21:00:00;977.9;2.9;0.0;0.0;141.0
GVE;2021-11-06 22:00:00;977.7;2.1;0.0;0.0;142.0
GVE;2021-11-07 01:00:00;977.8;0.2;0.0;0.0;145.0
GVE;2021-11-07 02:00:00;977.8;-0.1;0.0;0.0;146.0
GVE;2021-11-07 03:00:00;977.0;-0.4;0.0;0.0;147.0
GVE;2021-11-07 04:00:00;976.6;-0.5;0.0;0.0;148.0
GVE;2021-11-07 05:00:00;976.2;-0.6;0.0;0.0;149.0
GVE;2021-11-07 06:00:00;976.2;0.9;0.0;0.0;150.0
GVE;2021-11-07 07:00:00;976.3;1.6;0.0;0.0;151.0
GVE;2021-11-07 09:00:00;976.3;4.2;0.0;0.9;153.0
GVE;2021-11-07 10:00:00;975.7;5.5;0.0;0.6;154.0
GVE;2021-11-07 13:00:00;973.6;8.7;0.0;1.0;157.0
GVE;2021-11-07 14:00:00;973.0;9.1;0.0;1.0;158.0
GVE;2021-11-07 15:00:00;972.8;9.4;0.0;1.0;159.0
GVE;2021-11-07 16:00:00;972.5;8.8;0.0;0.3;160.0
GVE;2021-11-07 17:00:00;972.6;7.8;0.0;0.0;161.0
GVE;2021-11-07 18:00:00;972.7;5.8;0.0;0.0;162.0
GVE;2021-11-07 19:00:00;972.8;4.3;0.0;0.0;163.0
GVE;2021-11-07 21:00:00;972.6;4.4;0.0;0.0;165.0
GVE;2021-11-07 22:00:00;972.4;4.9;0.0;0.0;166.0
GVE;2021-11-07 23:00:00;972.1;5.2;0.0;0.0;167.0
GVE;2021-11-08 00:00:00;971.8;5.3;0.0;0.0;168.0
GVE;2021-11-08 01:00:00;971.8;5.4;0.0;0.0;169.0
GVE;2021-11-08 02:00:00;971.7;5.5;0.0;0.0;170.0
GVE;2021-11-08 03:00:00;971.5;5.5;0.0;0.0;171.0
GVE;2021-11-08 04:00:00;971.2;5.6;0.0;0.0;172.0
GVE;2021-11-08 05:00:00;971.1;5.6;0.0;0.0;173.0
GVE;2021-11-08 07:00:00;971.1;7.2;0.0;0.0;175.0
GVE;2021-11-08 08:00:00;971.4;6.2;0.0;0.1;176.0
GVE;2021-11-08 09:00:00;971.2;8.1;0.0;0.5;177.0
GVE;2021-11-08 11:00:00;970.6;9.5;0.0;0.3;179.0
GVE;2021-11-08 12:00:00;970.4;9.9;0.0;0.7;180.0
GVE;2021-11-08 13:00:00;970.5;10.4;0.0;0.9;181.0
GVE;2021-11-08 14:00:00;970.6;10.0;0.0;0.4;182.0
GVE;2021-11-08 16:00:00;971.4;9.5;0.0;0.3;184.0
GVE;2021-11-08 18:00:00;972.2;8.5;0.0;0.0;186.0
GVE;2021-11-08 19:00:00;972.5;8.3;0.0;0.0;187.0
GVE;2021-11-08 20:00:00;972.6;7.5;0.0;0.0;188.0
GVE;2021-11-08 21:00:00;972.8;7.7;0.0;0.0;189.0
GVE;2021-11-08 22:00:00;972.9;7.6;0.0;0.0;190.0
GVE;2021-11-08 23:00:00;972.9;7.4;0.0;0.0;191.0
GVE;2021-11-09 00:00:00;972.9;6.4;0.0;0.0;192.0
GVE;2021-11-09 01:00:00;972.8;6.4;0.0;0.0;193.0
GVE;2021-11-09 02:00:00;973.1;6.3;0.0;0.0;194.0
GVE;2021-11-09 03:00:00;973.3;6.4;0.0;0.0;195.0
GVE;2021-11-09 04:00:00;973.3;5.8;0.0;0.0;196.0
GVE;2021-11-09 05:00:00;973.4;5.7;0.0;0.0;197.0
GVE;2021-11-09 06:00:00;973.8;5.6;0.0;0.0;198.0
GVE;2021-11-09 07:00:00;974.3;5.4;0.0;0.0;199.0
GVE;2021-11-09 08:00:00;974.7;5.3;0.0;0.0;200.0
GVE;2021-11-09 09:00:00;974.8;5.5;0.0;0.0;201.0
GVE;2021-11-09 10:00:00;975.0;5.9;0.0;0.0;202.0
GVE;2021-11-09 11:00:00;975.4;6.3;0.0;0.0;203.0
GVE;2021-11-09 12:00:00;974.9;6.7;0.0;0.0;204.0
GVE;2021-11-09 13:00:00;974.4;6.8;0.0;0.0;205.0
GVE;2021-11-09 14:00:00;974.5;7.0;0.0;0.0;206.0
GVE;2021-11-09 15:00:00;974.9;6.9;0.0;0.1;207.0
GVE;2021-11-09 16:00:00;975.4;6.3;0.0;0.0;208.0
GVE;2021-11-09 17:00:00;976.0;4.9;0.0;0.0;209.0
GVE;2021-11-09 18:00:00;976.6;3.7;0.0;0.0;210.0
GVE;2021-11-09 19:00:00;976.8;2.2;0.0;0.0;211.0
GVE;2021-11-09 20:00:00;976.7;1.8;0.0;0.0;212.0
GVE;2021-11-09 22:00:00;977.0;0.7;0.0;0.0;214.0
GVE;2021-11-10 00:00:00;977.2;0.9;0.0;0.0;216.0
GVE;2021-11-10 01:00:00;977.3;0.4;0.0;0.0;217.0
GVE;2021-11-10 02:00:00;976.8;0.1;0.0;0.0;218.0
GVE;2021-11-10 03:00:00;976.4;0.5;0.0;0.0;219.0
GVE;2021-11-10 04:00:00;975.8;1.2;0.0;0.0;220.0
GVE;2021-11-10 05:00:00;975.3;0.4;0.0;0.0;221.0
GVE;2021-11-10 06:00:00;975.1;0.5;0.0;0.0;222.0
GVE;2021-11-10 07:00:00;975.2;0.1;0.0;0.0;223.0
GVE;2021-11-10 08:00:00;975.5;0.6;0.0;0.0;224.0
GVE;2021-11-10 09:00:00;975.4;3.0;0.0;0.4;225.0
GVE;2021-11-10 10:00:00;975.5;5.2;0.0;0.8;226.0
GVE;2021-11-10 11:00:00;975.1;6.6;0.0;0.8;227.0
GVE;2021-11-10 12:00:00;974.9;6.8;0.0;0.1;228.0
GVE;2021-11-10 13:00:00;974.5;7.4;0.0;0.0;229.0
GVE;2021-11-10 14:00:00;974.0;7.7;0.0;0.0;230.0
GVE;2021-11-10 15:00:00;973.7;8.0;0.0;0.0;231.0
GVE;2021-11-10 16:00:00;973.7;7.8;0.0;0.0;232.0
GVE;2021-11-10 17:00:00;973.6;6.1;0.0;0.0;233.0
GVE;2021-11-10 18:00:00;973.8;4.5;0.0;0.0;234.0
GVE;2021-11-10 20:00:00;974.4;3.6;0.0;0.0;236.0
GVE;2021-11-10 21:00:00;974.4;3.0;0.0;0.0;237.0
GVE;2021-11-10 22:00:00;974.3;2.5;0.0;0.0;238.0
GVE;2021-11-10 23:00:00;973.9;2.1;0.0;0.0;239.0
GVE;2021-11-11 00:00:00;973.9;1.6;0.0;0.0;240.0
GVE;2021-11-11 01:00:00;973.7;1.3;0.0;0.0;241.0
GVE;2021-11-11 02:00:00;974.0;1.7;0.0;0.0;242.0
GVE;2021-11-11 04:00:00;974.7;1.5;0.0;0.0;244.0
GVE;2021-11-11 06:00:00;974.8;1.3;0.0;0.0;246.0
GVE;2021-11-11 08:00:00;975.5;2.3;0.0;0.0;248.0
GVE;2021-11-11 10:00:00;975.9;5.0;0.0;0.5;250.0
GVE;2021-11-11 11:00:00;975.7;6.9;0.0;0.9;251.0
GVE;2021-11-11 12:00:00;975.1;8.5;0.0;1.0;252.0
GVE;2021-11-11 13:00:00;974.4;9.4;0.0;1.0;253.0
GVE;2021-11-11 14:00:00;973.7;10.1;0.0;1.0;254.0
GVE;2021-11-11 15:00:00;973.5;9.9;0.0;1.0;255.0
GVE;2021-11-11 16:00:00;973.5;8.9;0.0;0.3;256.0
GVE;2021-11-11 17:00:00;973.6;7.1;0.0;0.0;257.0
GVE;2021-11-11 18:00:00;973.9;5.7;0.0;0.0;258.0
GVE;2021-11-11 19:00:00;973.9;4.8;0.0;0.0;259.0
GVE;2021-11-11 20:00:00;973.7;4.4;0.0;0.0;260.0
GVE;2021-11-11 21:00:00;973.7;3.5;0.0;0.0;261.0
GVE;2021-11-11 22:00:00;973.6;3.0;0.0;0.0;262.0
GVE;2021-11-11 23:00:00;973.3;3.1;0.0;0.0;263.0
GVE;2021-11-12 00:00:00;973.0;2.5;0.0;0.0;264.0
GVE;2021-11-12 02:00:00;972.4;4.2;0.0;0.0;266.0
GVE;2021-11-12 03:00:00;971.9;4.8;0.0;0.0;267.0
GVE;2021-11-12 04:00:00;971.5;5.0;0.0;0.0;268.0
GVE;2021-11-12 06:00:00;971.6;4.9;0.0;0.0;270.0
GVE;2021-11-12 08:00:00;971.6;5.1;0.0;0.0;272.0
GVE;2021-11-12 09:00:00;971.6;5.7;0.0;0.0;273.0
GVE;2021-11-12 10:00:00;971.4;6.6;0.0;0.0;274.0
GVE;2021-11-12 11:00:00;970.8;7.5;0.0;0.0;275.0
GVE;2021-11-12 12:00:00;970.0;8.0;0.0;0.0;276.0
GVE;2021-11-12 13:00:00;969.7;9.0;0.0;1.0;277.0
GVE;2021-11-12 14:00:00;969.3;9.5;0.0;0.6;278.0
GVE;2021-11-12 15:00:00;969.0;9.2;0.0;1.0;279.0
GVE;2021-11-12 16:00:00;968.8;8.3;0.0;0.1;280.0
GVE;2021-11-12 17:00:00;969.2;7.1;0.0;0.0;281.0
GVE;2021-11-12 18:00:00;969.7;5.7;0.0;0.0;282.0
GVE;2021-11-12 19:00:00;970.0;4.6;0.0;0.0;283.0
GVE;2021-11-12 21:00:00;970.5;3.4;0.0;0.0;285.0
GVE;2021-11-12 22:00:00;970.8;3.0;0.0;0.0;286.0
GVE;2021-11-12 23:00:00;970.9;2.4;0.0;0.0;287.0
GVE;2021-11-13 00:00:00;970.9;1.5;0.0;0.0;288.0
GVE;2021-11-13 01:00:00;970.7;1.4;0.0;0.0;289.0
GVE;2021-11-13 02:00:00;970.3;1.2;0.0;0.0;290.0
GVE;2021-11-13 03:00:00;969.8;1.5;0.0;0.0;291.0
GVE;2021-11-13 04:00:00;969.7;0.9;0.0;0.0;292.0
GVE;2021-11-13 05:00:00;970.0;0.8;0.0;0.0;293.0
GVE;2021-11-13 06:00:00;970.2;1.2;0.0;0.0;294.0
GVE;2021-11-13 07:00:00;970.4;2.3;0.0;0.0;295.0
GVE;2021-11-13 08:00:00;970.7;2.9;0.0;0.0;296.0
GVE;2021-11-13 09:00:00;971.0;4.1;0.0;0.0;297.0
GVE;2021-11-13 10:00:00;970.8;5.8;0.0;0.2;298.0
GVE;2021-11-13 11:00:00;970.3;6.9;0.0;0.0;299.0
GVE;2021-11-13 13:00:00;969.2;9.2;0.0;0.0;301.0
GVE;2021-11-13 14:00:00;968.7;10.5;0.0;0.0;302.0
GVE;2021-11-13 15:00:00;968.4;10.9;0.0;0.1;303.0
GVE;2021-11-13 16:00:00;968.3;9.7;0.0;0.0;304.0
GVE;2021-11-13 17:00:00;968.4;9.1;0.0;0.0;305.0
GVE;2021-11-13 18:00:00;968.5;9.2;0.0;0.0;306.0
GVE;2021-11-13 19:00:00;968.6;9.0;0.0;0.0;307.0
GVE;2021-11-13 20:00:00;968.5;7.1;0.0;0.0;308.0
GVE;2021-11-13 21:00:00;968.4;6.5;0.0;0.0;309.0
GVE;2021-11-13 23:00:00;968.2;4.5;0.0;0.0;311.0
GVE;2021-11-14 01:00:00;967.3;5.5;0.0;0.0;313.0
GVE;2021-11-14 02:00:00;967.3;5.9;0.4;0.0;314.0
GVE;2021-11-14 03:00:00;967.2;6.1;0.3;0.0;315.0
GVE;2021-11-14 04:00:00;966.9;6.0;0.0;0.0;316.0
GVE;2021-11-14 06:00:00;966.7;5.9;0.0;0.0;318.0
GVE;2021-11-14 07:00:00;966.9;5.7;0.0;0.0;319.0
GVE;2021-11-14 08:00:00;967.2;6.2;0.0;0.0;320.0
GVE;2021-11-14 09:00:00;967.3;7.5;0.0;0.0;321.0
GVE;2021-11-14 10:00:00;967.2;8.4;0.0;0.3;322.0
GVE;2021-11-14 11:00:00;967.1;10.0;0.0;0.2;323.0
GVE;2021-11-14 12:00:00;966.7;10.6;0.0;0.2;324.0
GVE;2021-11-14 13:00:00;966.5;11.0;0.0;0.0;325.0
GVE;2021-11-14 15:00:00;966.6;10.6;0.0;0.0;327.0
GVE;2021-11-14 17:00:00;967.1;9.3;0.0;0.0;329.0
GVE;2021-11-14 18:00:00;967.6;9.2;0.0;0.0;330.0
GVE;2021-11-14 19:00:00;968.1;8.9;0.0;0.0;331.0
GVE;2021-11-14 20:00:00;968.5;8.8;0.0;0.0;332.0
GVE;2021-11-14 21:00:00;968.7;8.5;0.0;0.0;333.0
GVE;2021-11-14 22:00:00;968.9;7.7;0.0;0.0;334.0
GVE;2021-11-14 23:00:00;969.0;8.0;0.0;0.0;335.0
GVE;2021-11-15 00:00:00;969.2;8.4;0.0;0.0;336.0
GVE;2021-11-15 01:00:00;969.4;8.6;0.0;0.0;337.0
GVE;2021-11-15 02:00:00;969.2;8.5;0.0;0.0;338.0
GVE;2021-11-15 03:00:00;969.3;8.3;0.0;0.0;339.0
GVE;2021-11-15 04:00:00;969.2;8.4;0.0;0.0;340.0
GVE;2021-11-15 05:00:00;969.0;8.2;0.0;0.0;341.0
GVE;2021-11-15 06:00:00;969.1;8.1;0.0;0.0;342.0
GVE;2021-11-15 07:00:00;969.4;8.0;0.0;0.0;343.0
GVE;2021-11-15 08:00:00;969.7;8.1;0.0;0.0;344.0
GVE;2021-11-15 09:00:00;969.9;8.2;0.0;0.0;345.0
GVE;2021-11-15 10:00:00;969.9;8.5;0.0;0.0;346.0
GVE;2021-11-15 11:00:00;969.9;8.8;0.0;0.0;347.0
GVE;2021-11-15 12:00:00;969.6;8.9;0.0;0.0;348.0
GVE;2021-11-15 13:00:00;969.5;8.8;0.0;0.0;349.0
GVE;2021-11-15 14:00:00;969.6;8.6;0.0;0.0;350.0
GVE;2021-11-15 15:00:00;969.7;8.4;0.0;0.0;351.0
GVE;2021-11-15 16:00:00;970.0;8.2;0.0;0.0;352.0
GVE;2021-11-15 17:00:00;970.4;7.9;0.0;0.0;353.0
GVE;2021-11-15 18:00:00;971.1;7.7;0.0;0.0;354.0
GVE;2021-11-15 20:00:00;971.8;7.3;0.0;0.0;356.0
GVE;2021-11-15 21:00:00;972.3;7.2;0.0;0.0;357.0
GVE;2021-11-15 22:00:00;972.7;7.1;0.0;0.0;358.0
GVE;2021-11-15 23:00:00;972.9;6.9;0.0;0.0;359.0
GVE;2021-11-16 00:00:00;972.8;6.9;0.0;0.0;360.0
GVE;2021-11-16 01:00:00;972.6;6.9;0.0;0.0;361.0
GVE;2021-11-16 02:00:00;972.8;6.8;0.0;0.0;362.0
GVE;2021-11-16 03:00:00;972.6;6.7;0.0;0.0;363.0
GVE;2021-11-16 04:00:00;972.5;6.8;0.0;0.0;364.0
GVE;2021-11-16 05:00:00;972.4;6.6;0.0;0.0;365.0
GVE;2021-11-16 06:00:00;972.2;6.6;0.0;0.0;366.0
GVE;2021-11-16 07:00:00;972.4;6.8;0.0;0.0;367.0
GVE;2021-11-16 08:00:00;972.6;7.1;0.0;0.0;368.0
GVE;2021-11-16 09:00:00;973.0;7.4;0.0;0.0;369.0
GVE;2021-11-16 10:00:00;973.0;7.7;0.0;0.0;370.0
GVE;2021-11-16 12:00:00;972.4;8.0;0.0;0.0;372.0
GVE;2021-11-16 14:00:00;971.7;7.9;0.0;0.0;374.0
GVE;2021-11-16 15:00:00;971.5;7.8;0.0;0.0;375.0
GVE;2021-11-16 16:00:00;971.4;7.7;0.0;0.0;376.0
GVE;2021-11-16 17:00:00;971.5;7.6;0.0;0.0;377.0
GVE;2021-11-16 18:00:00;971.5;7.6;0.0;0.0;378.0
GVE;2021-11-16 20:00:00;971.8;7.4;0.0;0.0;380.0
GVE;2021-11-16 22:00:00;972.2;7.3;0.0;0.0;382.0
GVE;2021-11-16 23:00:00;972.1;7.1;0.0;0.0;383.0
GVE;2021-11-17 00:00:00;972.1;7.0;0.0;0.0;384.0
GVE;2021-11-17 01:00:00;971.8;6.7;0.0;0.0;385.0
GVE;2021-11-17 02:00:00;971.8;6.4;0.0;0.0;386.0
GVE;2021-11-17 03:00:00;971.9;6.2;0.0;0.0;387.0
GVE;2021-11-17 04:00:00;971.9;6.1;0.0;0.0;388.0
GVE;2021-11-17 05:00:00;971.9;6.0;0.0;0.0;389.0
GVE;2021-11-17 06:00:00;971.9;6.0;0.0;0.0;390.0
GVE;2021-11-17 07:00:00;972.4;6.0;0.0;0.0;391.0
GVE;2021-11-17 08:00:00;973.2;6.1;0.0;0.0;392.0
GVE;2021-11-17 09:00:00;973.9;6.4;0.0;0.0;393.0
GVE;2021-11-17 10:00:00;974.3;6.8;0.0;0.0;394.0
GVE;2021-11-17 11:00:00;974.5;7.0;0.0;0.0;395.0
GVE;2021-11-17 12:00:00;974.3;7.4;0.0;0.0;396.0
GVE;2021-11-17 13:00:00;974.1;7.8;0.0;0.0;397.0
GVE;2021-11-17 14:00:00;974.2;7.7;0.0;0.0;398.0
GVE;2021-11-17 15:00:00;974.4;7.6;0.0;0.0;399.0
GVE;2021-11-17 16:00:00;974.7;7.4;0.0;0.0;400.0
GVE;2021-11-17 17:00:00;975.3;7.4;0.0;0.0;401.0
GVE;2021-11-17 19:00:00;976.6;7.0;0.0;0.0;403.0
GVE;2021-11-17 21:00:00;977.7;6.6;0.0;0.0;405.0
GVE;2021-11-17 22:00:00;978.4;6.5;0.0;0.0;406.0
GVE;2021-11-17 23:00:00;979.0;6.5;0.0;0.0;407.0
GVE;2021-11-18 00:00:00;979.2;6.5;0.0;0.0;408.0
GVE;2021-11-18 01:00:00;979.0;6.3;0.0;0.0;409.0
GVE;2021-11-18 02:00:00;979.0;6.4;0.0;0.0;410.0
GVE;2021-11-18 04:00:00;978.8;5.6;0.0;0.0;412.0
GVE;2021-11-18 05:00:00;979.0;5.0;0.0;0.0;413.0
GVE;2021-11-18 06:00:00;979.4;4.1;0.0;0.0;414.0
GVE;2021-11-18 07:00:00;980.0;3.5;0.0;0.0;415.0
GVE;2021-11-18 08:00:00;980.9;5.0;0.0;0.0;416.0
GVE;2021-11-18 09:00:00;981.1;7.0;0.0;0.3;417.0
GVE;2021-11-18 10:00:00;981.2;8.4;0.0;0.5;418.0
GVE;2021-11-18 11:00:00;981.3;8.6;0.0;1.0;419.0
GVE;2021-11-18 12:00:00;980.9;9.2;0.0;1.0;420.0
GVE;2021-11-18 13:00:00;980.6;9.5;0.0;1.0;421.0
GVE;2021-11-18 14:00:00;980.4;9.5;0.0;1.0;422.0
GVE;2021-11-18 15:00:00;980.5;9.1;0.0;0.2;423.0
GVE;2021-11-18 16:00:00;980.8;8.1;0.0;0.0;424.0
GVE;2021-11-18 17:00:00;981.2;6.6;0.0;0.0;425.0
GVE;2021-11-18 19:00:00;981.9;3.9;0.0;0.0;427.0
GVE;2021-11-18 20:00:00;982.0;2.9;0.0;0.0;428.0
GVE;2021-11-18 21:00:00;982.4;2.4;0.0;0.0;429.0
GVE;2021-11-18 22:00:00;982.9;2.4;0.0;0.0;430.0
GVE;2021-11-19 00:00:00;983.0;1.6;0.0;0.0;432.0
GVE;2021-11-19 01:00:00;982.9;1.1;0.0;0.0;433.0
GVE;2021-11-19 02:00:00;982.8;0.8;0.0;0.0;434.0
GVE;2021-11-19 03:00:00;982.6;0.6;0.0;0.0;435.0
GVE;2021-11-19 04:00:00;982.6;1.8;0.0;0.0;436.0
GVE;2021-11-19 05:00:00;982.6;2.7;0.0;0.0;437.0
GVE;2021-11-19 06:00:00;982.7;1.6;0.0;0.0;438.0
